id,record_type,view_id,row_id,column_id,capability_refs,need,operation,outcome,implementation_status,standing,source_refs,code_refs,test_refs,account_ref,relation,coverage,extensions,question
A5->H1,relation,suite-relations,A5,H1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,15:agency-ql,S,"{""src_product"": ""QL"", ""dst_product"": ""Actuation"", ""ql"": """", ""cf_view"": """", ""seam"": ""15:agency-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
A5->A1,relation,suite-relations,A5,A1,[],,,,,agent-inference,O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR),,,,15:agency-ql,S,"{""src_product"": ""QL"", ""dst_product"": ""Actuation"", ""ql"": """", ""cf_view"": """", ""seam"": ""15:agency-ql"", ""defined_in"": ""O-I:docs/CANONICAL-PRODUCT-FIELD.md|QL-MEF#19(PR)"", ""tracked_by"": ""EpiLogos/O-I#29;EpiLogos/Actuation#1;EpiLogos/QL-MEF#19(PR)"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
rel.actuation.q0.S,relation,product-field,q0,S,[],,,,,agent-inference,ProjectCentral/user/actuation.html#whole-why,,,actuation.html#whole/why,"Actuation addresses a gap between asking AI to work and understanding the agency that actually acts. A person needs to know who is acting, in which World, with what purpose and permission, and how the experience of that work returns. As work moves between models, harnesses, sessions and collaborating Agents, these relationships should stay inspectable. Actuation gives them an explicit form so that authority can remain answerable to consequence.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""actuation:seed:q0"", ""source_unit"": ""whole-why"", ""seed_sha256"": ""5e3f1dc43daf0e04a6c8045514cc0de8c3c6cf820678fc57fcb054a831c4f67e"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",Why?
rel.actuation.q1.S,relation,product-field,q1,S,"[""cap.actuation.discovery"", ""cap.actuation.world-binding"", ""cap.actuation.realised"", ""cap.actuation.activity"", ""cap.actuation.instantiation"", ""cap.actuation.model-usage""]",,,,,agent-inference,ProjectCentral/user/actuation.html#whole-what,,,actuation.html#whole/what,"Actuation is a CLI and a set of portable software contracts for identifying, inspecting and studying technological agency. Its current product detects available harnesses and reads structured accounts of situated Agency, realised acting loops, their unfolding Streams, semantic Activity and model-bearing instantiation. Its wider purpose is to make the constitution and management of agency an explicit part of an O:I World, from an ordinary coding session to a bounded composition of Agents.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""actuation:seed:q1"", ""source_unit"": ""whole-what"", ""seed_sha256"": ""0e8b1ab545cbda254836a7c24ea3fc596d110776ef62ff90095bf917f92f7af4"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""actuation:#39""]}, ""last_reconciled_at"": ""2026-09-08T23:08:58.074153+00:00""}",What?
rel.actuation.q2.S,relation,product-field,q2,S,"[""cap.actuation.determination"", ""cap.actuation.return"", ""cap.actuation.stream""]",,,,,agent-inference,ProjectCentral/user/actuation.html#whole-how,,,actuation.html#whole/how,"Actuation relates an enduring Agent to a situated Agency and an explicit WorldBinding. Receipts identify the acting condition and its model, harness and material relations. Ordered Streams preserve attributable events; Activity makes those events understandable; Return carries results, evidence and difference back to the governing relation. Portable contracts let native runtimes supply these facts while preserving their own richer records.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""actuation:seed:q2"", ""source_unit"": ""whole-how"", ""seed_sha256"": ""bf8f87c91459a438d4b39c3852afcaf9c8774cfa492683328baf0f4dc3512b99"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",How?
rel.actuation.q3.S,relation,product-field,q3,S,"[""cap.actuation.metagency"", ""cap.actuation.continuity""]",,,,,agent-inference,ProjectCentral/user/actuation.html#whole-whereby,,,actuation.html#whole/whereby,"Actuation serves people shaping their relationship with AI, Agents working within declared bounds, and developers connecting harnesses and interfaces. Its identity and authority contracts make collaboration inspectable: an existing Agent can receive delegated work, a new Agent can have explicit lineage, and an independent participant can retain its own standing. Researchers can then study how the constitution of agency changes the work it produces.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""actuation:seed:q3"", ""source_unit"": ""whole-whereby"", ""seed_sha256"": ""ed84e4337a88344419fa5ab8519560930d6ba4e102d91c1d399273cde900a93b"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",Who / Whereby?
rel.actuation.q4.S,relation,product-field,q4,S,"[""cap.actuation.harness-detection"", ""cap.actuation.harness-self"", ""cap.actuation.research""]",,,,,agent-inference,ProjectCentral/user/actuation.html#whole-context,,,actuation.html#whole/context,"Actuation begins wherever a model acts in a persistent working World, including an ordinary directory-bound coding harness. The same semantic account can accompany a richer body, another Surface or a different machine. Observations belong to their actual time and environment. Continuity and change remain attributable as sessions, models and material conditions evolve.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""actuation:seed:q4"", ""source_unit"": ""whole-context"", ""seed_sha256"": ""95ed77bfb6e424213d1f025ee51cee752f0337ef960ff39422ccbefe5dc3bb4a"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",Where / When?
rel.actuation.q5.S,relation,product-field,q5,S,"[""cap.actuation.verification""]",,,,,agent-inference,ProjectCentral/user/actuation.html#whole-purpose,,,actuation.html#whole/purpose,"Actuation is for an O:I World in which agency can be deliberately constituted, encountered and revised. Central supplies durable authored ground; AIKit provisions the operative body and context; Workcell supplies material execution; Factory commissions developmental work; O:I presents the whole. Actuation gives that work an intelligible actor and a return path. Its research programme investigates how models, contexts and ways of acting can be cultivated, while keeping experiment results distinct from the intentions that motivate them.",,"{""basis"": ""Exact overview seed text. Capability links follow their existing governing expanded account units; cell placement is editorial inference."", ""seed_ref"": ""actuation:seed:q5"", ""source_unit"": ""whole-purpose"", ""seed_sha256"": ""1645c2ddf52e972ea1e658d137b280a17318a8bac5977035aea05ba3dfcd4625"", ""source_standing"": ""agent-inference"", ""reconciled_change_ref"": ""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",Why-For?
rel.actuation.q3.S0,relation,product-field,q3,S0,"[""cap.actuation.activity"", ""cap.actuation.instantiation""]",,,,,agent-inference,ProjectCentral/user/actuation.html#q3-integration,,,actuation.html#q3/integration,Central provides durable authored ground and the project or personal World in which agency is situated.,,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-integration"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
rel.actuation.q3.S2,relation,product-field,q3,S2,"[""cap.actuation.activity"", ""cap.actuation.instantiation""]",,,,,agent-inference,ProjectCentral/user/actuation.html#q3-integration,,,actuation.html#q3/integration,"AIKit resolves the body, Context, Skills, models, sessions and Surfaces for an operative locus.",,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-integration"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
rel.actuation.q2.S3,relation,product-field,q2,S3,"[""cap.actuation.return"", ""cap.actuation.stream"", ""cap.actuation.activity"", ""cap.actuation.model-usage""]",,,,,agent-inference,ProjectCentral/user/actuation.html#q2-follow,,,actuation.html#q2/follow,Factory and source-owning products carry their respective recognition and mutation procedures.,,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q2-follow"", ""maintenance"": {""updated_at"": ""2026-09-08"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5"", ""actuation:#39""]}, ""last_reconciled_at"": ""2026-09-08T23:08:58.074153+00:00""}",
rel.actuation.q3.S4,relation,product-field,q3,S4,"[""cap.actuation.activity"", ""cap.actuation.instantiation""]",,,,,agent-inference,ProjectCentral/user/actuation.html#q3-integration,,,actuation.html#q3/integration,"Workcell materialises processes, services, storage and lifecycle.",,"{""basis"": ""Exact account sentence; cell placement is editorial inference."", ""source_unit"": ""q3-integration"", ""maintenance"": {""updated_at"": ""2026-09-06"", ""change_refs"": [""codex:thread:01a07608-d2ec-7b10-9713-74c445adf8a5""]}, ""last_reconciled_at"": ""2026-09-06T14:30:23.797672+00:00""}",
